package_id,item_id,user__id,user__feedback,data__item_id,data__text,annotation__output,annotation__time,reference__output,feedback__output,test_group
224,63139,520,True,8049,Wonderful staff!,4 - POSITIVE,0 days 00:00:00.033781000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63139,530,False,8049,Wonderful staff!,4 - POSITIVE,0 days 00:00:00.039463000,5 - STRONGLY POSITIVE,,high quality feedback
224,63139,572,True,8049,Wonderful staff!,4 - POSITIVE,0 days 00:00:00.020086000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63203,520,True,8987,"I stayed here as part of my job as a professional pilot. Having gotten an emergency call to take some people to a very small town in Virginia so they could repair a piece of their customer's equipment, I had only a very short amount of time to research options and this was the requested airport in which to fly.... ",2 - NEGATIVE,0 days 00:00:00.029835000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,63203,530,False,8987,"I stayed here as part of my job as a professional pilot. Having gotten an emergency call to take some people to a very small town in Virginia so they could repair a piece of their customer's equipment, I had only a very short amount of time to research options and this was the requested airport in which to fly.... ",5 - STRONGLY POSITIVE,0 days 00:00:00.042555000,2 - NEGATIVE,,high quality feedback
224,63203,572,True,8987,"I stayed here as part of my job as a professional pilot. Having gotten an emergency call to take some people to a very small town in Virginia so they could repair a piece of their customer's equipment, I had only a very short amount of time to research options and this was the requested airport in which to fly.... ",4 - POSITIVE,0 days 00:00:00.024494000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62997,520,True,207,"Bad: The bed was stiff and valet parking only. Wifi is pay only and didn't live up to the speed expectations as advertised. Good: The location is great, easy access to all of Fremont area with a short walk. Not being a giant casino you don't have to walk far from the car or through the place to get out.",3 - NEUTRAL,0 days 00:00:00.023410000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,62997,530,False,207,"Bad: The bed was stiff and valet parking only. Wifi is pay only and didn't live up to the speed expectations as advertised. Good: The location is great, easy access to all of Fremont area with a short walk. Not being a giant casino you don't have to walk far from the car or through the place to get out.",3 - NEUTRAL,0 days 00:00:00.024377000,4 - POSITIVE,,high quality feedback
224,62997,572,True,207,"Bad: The bed was stiff and valet parking only. Wifi is pay only and didn't live up to the speed expectations as advertised. Good: The location is great, easy access to all of Fremont area with a short walk. Not being a giant casino you don't have to walk far from the car or through the place to get out.",5 - STRONGLY POSITIVE,0 days 00:00:00.028061000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,62693,520,True,1610,"Near downtown sd, fashion shopping mall, easy access to highways. Beds semi comfortable. Fine for overnight lodging.",4 - POSITIVE,0 days 00:00:00.023970000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,62693,530,False,1610,"Near downtown sd, fashion shopping mall, easy access to highways. Beds semi comfortable. Fine for overnight lodging.",5 - STRONGLY POSITIVE,0 days 00:00:00.044374000,4 - POSITIVE,,high quality feedback
224,62693,572,True,1610,"Near downtown sd, fashion shopping mall, easy access to highways. Beds semi comfortable. Fine for overnight lodging.",4 - POSITIVE,0 days 00:00:00.017462000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,62410,520,True,7182,"The sea captain has it all, it is the friendliest place I have ever had the good fortune to visit. My self and my family will be returning for the third year in a row this September. The staff are exceptional and cannot be any more welcoming than they are. You truly feel like part of a family. Along with... ",2 - NEGATIVE,0 days 00:00:00.047479000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,62410,530,False,7182,"The sea captain has it all, it is the friendliest place I have ever had the good fortune to visit. My self and my family will be returning for the third year in a row this September. The staff are exceptional and cannot be any more welcoming than they are. You truly feel like part of a family. Along with... ",3 - NEUTRAL,0 days 00:00:00.047616000,5 - STRONGLY POSITIVE,,high quality feedback
224,62410,572,True,7182,"The sea captain has it all, it is the friendliest place I have ever had the good fortune to visit. My self and my family will be returning for the third year in a row this September. The staff are exceptional and cannot be any more welcoming than they are. You truly feel like part of a family. Along with... ",4 - POSITIVE,0 days 00:00:00.017617000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63772,520,True,8279,Best service all round For the price you pay the rooms are clean and spacious. Facilities could be improved within apartments but nothing that was un comfortable. The receptionist were helpful and friendly. Would recommend to anyone,3 - NEUTRAL,0 days 00:00:00.036904000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63772,530,False,8279,Best service all round For the price you pay the rooms are clean and spacious. Facilities could be improved within apartments but nothing that was un comfortable. The receptionist were helpful and friendly. Would recommend to anyone,5 - STRONGLY POSITIVE,0 days 00:00:00.109215000,5 - STRONGLY POSITIVE,,high quality feedback
224,63772,572,True,8279,Best service all round For the price you pay the rooms are clean and spacious. Facilities could be improved within apartments but nothing that was un comfortable. The receptionist were helpful and friendly. Would recommend to anyone,4 - POSITIVE,0 days 00:00:00.020023000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63264,520,True,68,"This is a very, very, very good hotel. My expectations were high because of the reviews I had read and it didn't quite meet my expectations. I know I'm knit-picking but while the abundance of fresh flower petals in my room were very nice I would gladly have traded them for a room service breakfast with hot coffee, hot ham... ",5 - STRONGLY POSITIVE,0 days 00:00:00.022573000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,63264,530,False,68,"This is a very, very, very good hotel. My expectations were high because of the reviews I had read and it didn't quite meet my expectations. I know I'm knit-picking but while the abundance of fresh flower petals in my room were very nice I would gladly have traded them for a room service breakfast with hot coffee, hot ham... ",3 - NEUTRAL,0 days 00:00:00.034452000,4 - POSITIVE,,high quality feedback
224,63264,572,True,68,"This is a very, very, very good hotel. My expectations were high because of the reviews I had read and it didn't quite meet my expectations. I know I'm knit-picking but while the abundance of fresh flower petals in my room were very nice I would gladly have traded them for a room service breakfast with hot coffee, hot ham... ",4 - POSITIVE,0 days 00:00:00.019862000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,63206,520,True,2878,Nothing thing was nice worst hotel I had ever in my life,1 - STRONGLY NEGATIVE,0 days 00:00:00.065457000,1 - STRONGLY NEGATIVE,1 - STRONGLY NEGATIVE,high quality feedback
224,63206,530,False,2878,Nothing thing was nice worst hotel I had ever in my life,4 - POSITIVE,0 days 00:00:00.025372000,1 - STRONGLY NEGATIVE,,high quality feedback
224,63206,572,True,2878,Nothing thing was nice worst hotel I had ever in my life,2 - NEGATIVE,0 days 00:00:00.019079000,1 - STRONGLY NEGATIVE,1 - STRONGLY NEGATIVE,high quality feedback
224,61933,520,True,1282,break fast is an apology of a breakfast..Even ordinary hotels in third world serve better breakfast..,2 - NEGATIVE,0 days 00:00:00.028199000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,61933,530,False,1282,break fast is an apology of a breakfast..Even ordinary hotels in third world serve better breakfast..,5 - STRONGLY POSITIVE,0 days 00:00:00.033724000,2 - NEGATIVE,,high quality feedback
224,61933,572,True,1282,break fast is an apology of a breakfast..Even ordinary hotels in third world serve better breakfast..,3 - NEUTRAL,0 days 00:00:00.023690000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62896,520,True,4043,"There were no towels or blankets in our room. When I called the front desk, they made me come down to pick up the towels. They said that they were out of blankets. Really How does a hotel run out of blankets I guess someone was on vacation when the need to order more blankets was supposed to be placed.",4 - POSITIVE,0 days 00:00:00.032091000,3 - NEUTRAL,3 - NEUTRAL,high quality feedback
224,62896,530,False,4043,"There were no towels or blankets in our room. When I called the front desk, they made me come down to pick up the towels. They said that they were out of blankets. Really How does a hotel run out of blankets I guess someone was on vacation when the need to order more blankets was supposed to be placed.",4 - POSITIVE,0 days 00:00:00.119600000,3 - NEUTRAL,,high quality feedback
224,62896,572,True,4043,"There were no towels or blankets in our room. When I called the front desk, they made me come down to pick up the towels. They said that they were out of blankets. Really How does a hotel run out of blankets I guess someone was on vacation when the need to order more blankets was supposed to be placed.",3 - NEUTRAL,0 days 00:00:00.025044000,3 - NEUTRAL,3 - NEUTRAL,high quality feedback
224,63612,520,True,4904,"Stayed here for business for one night. Hotel is clean, bed was comfortable and staff was friendly. Hotel was quiet and quick access to the freeway. There are plenty of fast food places to grab a quick bite. I would stay again for work.",5 - STRONGLY POSITIVE,0 days 00:00:00.049670000,3 - NEUTRAL,3 - NEUTRAL,high quality feedback
224,63612,530,False,4904,"Stayed here for business for one night. Hotel is clean, bed was comfortable and staff was friendly. Hotel was quiet and quick access to the freeway. There are plenty of fast food places to grab a quick bite. I would stay again for work.",4 - POSITIVE,0 days 00:00:00.062800000,3 - NEUTRAL,,high quality feedback
224,63612,572,True,4904,"Stayed here for business for one night. Hotel is clean, bed was comfortable and staff was friendly. Hotel was quiet and quick access to the freeway. There are plenty of fast food places to grab a quick bite. I would stay again for work.",2 - NEGATIVE,0 days 00:00:00.029110000,3 - NEUTRAL,3 - NEUTRAL,high quality feedback
224,62153,520,True,4879,"did not meet my expectations at all! I've stayed with this chain before and was impressed, but not this time! The eggs on the breakfast buffet were inedible and the staff disorganized and not prepared to deal with a crowd. Our room was not cleaned, ever. I had to call for clean towels. We used the hot tub, which wasn't hot, had weak bubbles and had tile missing. We ordered a movie and although the screen said we would be charged 14.99+tax, we were charged 17.99+tax. A complete ripoff!",1 - STRONGLY NEGATIVE,0 days 00:00:00.037839000,3 - NEUTRAL,3 - NEUTRAL,high quality feedback
224,62153,530,False,4879,"did not meet my expectations at all! I've stayed with this chain before and was impressed, but not this time! The eggs on the breakfast buffet were inedible and the staff disorganized and not prepared to deal with a crowd. Our room was not cleaned, ever. I had to call for clean towels. We used the hot tub, which wasn't hot, had weak bubbles and had tile missing. We ordered a movie and although the screen said we would be charged 14.99+tax, we were charged 17.99+tax. A complete ripoff!",5 - STRONGLY POSITIVE,0 days 00:00:00.028993000,3 - NEUTRAL,,high quality feedback
224,62153,572,True,4879,"did not meet my expectations at all! I've stayed with this chain before and was impressed, but not this time! The eggs on the breakfast buffet were inedible and the staff disorganized and not prepared to deal with a crowd. Our room was not cleaned, ever. I had to call for clean towels. We used the hot tub, which wasn't hot, had weak bubbles and had tile missing. We ordered a movie and although the screen said we would be charged 14.99+tax, we were charged 17.99+tax. A complete ripoff!",4 - POSITIVE,0 days 00:00:00.019850000,3 - NEUTRAL,3 - NEUTRAL,high quality feedback
224,63711,520,True,8164,I spent 2 nights in this hotel with friends for a bachelor party. It would have taken very little for this hotel to meet our needs and it still fell short. The room was old and in need of renovation ( no big deal on that one) but when we arrived all the lights didn't work. We quickly found they... ,1 - STRONGLY NEGATIVE,0 days 00:00:00.035033000,1 - STRONGLY NEGATIVE,1 - STRONGLY NEGATIVE,high quality feedback
224,63711,530,False,8164,I spent 2 nights in this hotel with friends for a bachelor party. It would have taken very little for this hotel to meet our needs and it still fell short. The room was old and in need of renovation ( no big deal on that one) but when we arrived all the lights didn't work. We quickly found they... ,4 - POSITIVE,0 days 00:00:00.026618000,1 - STRONGLY NEGATIVE,,high quality feedback
224,63711,572,True,8164,I spent 2 nights in this hotel with friends for a bachelor party. It would have taken very little for this hotel to meet our needs and it still fell short. The room was old and in need of renovation ( no big deal on that one) but when we arrived all the lights didn't work. We quickly found they... ,2 - NEGATIVE,0 days 00:00:00.034799000,1 - STRONGLY NEGATIVE,1 - STRONGLY NEGATIVE,high quality feedback
224,63839,520,True,6854,"We chose the Grand Hyatt Kauai for the first here nights of our honeymoon in Hawaii. It was amazing - the staff were super helpful, the grounds are amazing and the food was great. In particular, the sushi at Stevensons Library is probably the best we've had (the tempura roll epic). Dinner at Tidepools was pretty good, a bit... ",5 - STRONGLY POSITIVE,0 days 00:00:00.070963000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63839,530,False,6854,"We chose the Grand Hyatt Kauai for the first here nights of our honeymoon in Hawaii. It was amazing - the staff were super helpful, the grounds are amazing and the food was great. In particular, the sushi at Stevensons Library is probably the best we've had (the tempura roll epic). Dinner at Tidepools was pretty good, a bit... ",3 - NEUTRAL,0 days 00:00:00.028165000,5 - STRONGLY POSITIVE,,high quality feedback
224,63839,572,True,6854,"We chose the Grand Hyatt Kauai for the first here nights of our honeymoon in Hawaii. It was amazing - the staff were super helpful, the grounds are amazing and the food was great. In particular, the sushi at Stevensons Library is probably the best we've had (the tempura roll epic). Dinner at Tidepools was pretty good, a bit... ",4 - POSITIVE,0 days 00:00:00.017186000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63724,520,True,8962,Room was ready upon check-in and hotel room was very big! Nice clean room with comfortable bed. After a long day of scuba diving it was wonderful to go and relax in the hot tub. Breakfast wasn't very good though. Pool food quality and not very good selections.,4 - POSITIVE,0 days 00:00:00.079885000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63724,530,False,8962,Room was ready upon check-in and hotel room was very big! Nice clean room with comfortable bed. After a long day of scuba diving it was wonderful to go and relax in the hot tub. Breakfast wasn't very good though. Pool food quality and not very good selections.,4 - POSITIVE,0 days 00:00:00.024692000,5 - STRONGLY POSITIVE,,high quality feedback
224,63724,572,True,8962,Room was ready upon check-in and hotel room was very big! Nice clean room with comfortable bed. After a long day of scuba diving it was wonderful to go and relax in the hot tub. Breakfast wasn't very good though. Pool food quality and not very good selections.,5 - STRONGLY POSITIVE,0 days 00:00:00.024120000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,62842,520,True,3784,"Bad: Noise, small room, exposed nails in carpet. Good: Locations",2 - NEGATIVE,0 days 00:00:00.062140000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62842,530,False,3784,"Bad: Noise, small room, exposed nails in carpet. Good: Locations",5 - STRONGLY POSITIVE,0 days 00:00:00.029474000,2 - NEGATIVE,,high quality feedback
224,62842,572,True,3784,"Bad: Noise, small room, exposed nails in carpet. Good: Locations",1 - STRONGLY NEGATIVE,0 days 00:00:00.019127000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62003,520,True,8276,"No A/C in the lobby/commons areas in JUNE in TEXAS.... elevator flooring was broken/peeling/popping up, and there was literally duct tape on walls holding parts together....room seemed OK at first, but curtains were not hung properly, (just dangling from rod) I had a large beetle in my bed, the chair in room was covered in red pen/marker, and seriously, there... ",1 - STRONGLY NEGATIVE,0 days 00:00:00.079705000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62003,530,False,8276,"No A/C in the lobby/commons areas in JUNE in TEXAS.... elevator flooring was broken/peeling/popping up, and there was literally duct tape on walls holding parts together....room seemed OK at first, but curtains were not hung properly, (just dangling from rod) I had a large beetle in my bed, the chair in room was covered in red pen/marker, and seriously, there... ",4 - POSITIVE,0 days 00:00:00.031146000,2 - NEGATIVE,,high quality feedback
224,62003,572,True,8276,"No A/C in the lobby/commons areas in JUNE in TEXAS.... elevator flooring was broken/peeling/popping up, and there was literally duct tape on walls holding parts together....room seemed OK at first, but curtains were not hung properly, (just dangling from rod) I had a large beetle in my bed, the chair in room was covered in red pen/marker, and seriously, there... ",2 - NEGATIVE,0 days 00:00:00.020650000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62086,520,True,8141,Old hotel getting updates. The best part is that it is on the lake. I enjoyed the view during breakfast and a quick jaunt outside started my work day off right. Next time I will try to get a first floor lake view room. No complaints.,5 - STRONGLY POSITIVE,0 days 00:00:00.106704000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,62086,530,False,8141,Old hotel getting updates. The best part is that it is on the lake. I enjoyed the view during breakfast and a quick jaunt outside started my work day off right. Next time I will try to get a first floor lake view room. No complaints.,4 - POSITIVE,0 days 00:00:00.031989000,4 - POSITIVE,,high quality feedback
224,62086,572,True,8141,Old hotel getting updates. The best part is that it is on the lake. I enjoyed the view during breakfast and a quick jaunt outside started my work day off right. Next time I will try to get a first floor lake view room. No complaints.,5 - STRONGLY POSITIVE,0 days 00:00:00.028571000,4 - POSITIVE,4 - POSITIVE,high quality feedback
224,63596,520,True,8538,This Quality Inn is in a great location and the staff is amazing. Beds were comfortable and very clean I was impressed with how large and spacious the rooms are. I could go on and on about how happy I am with my stay. I will see you again when I am passing through again this weekend.,3 - NEUTRAL,0 days 00:00:00.218496000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63596,530,False,8538,This Quality Inn is in a great location and the staff is amazing. Beds were comfortable and very clean I was impressed with how large and spacious the rooms are. I could go on and on about how happy I am with my stay. I will see you again when I am passing through again this weekend.,5 - STRONGLY POSITIVE,0 days 00:00:00.038628000,5 - STRONGLY POSITIVE,,high quality feedback
224,63596,572,True,8538,This Quality Inn is in a great location and the staff is amazing. Beds were comfortable and very clean I was impressed with how large and spacious the rooms are. I could go on and on about how happy I am with my stay. I will see you again when I am passing through again this weekend.,3 - NEUTRAL,0 days 00:00:00.019680000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63187,520,True,748,"This was our second stay at the St. Regis, and this time we booked through American Express Platinum concierge. As part of their fine hotel's program, we booked for 2 days and the third night was comped. It also included 100.00 towards meals and complete breakfast for 2. Upon checking in, Hugo acknowledged me as a Platinum SPG guest and upgraded us to the Madison Suite! Every room comes with a butler, who will bring you complimentary tea or coffee service. There's a house Bentley which is available on a first come,first served basis. The food is extremely good in their restaurant and the King Cole bar is internationally famous.Dear 112traveler47, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",2 - NEGATIVE,0 days 00:00:00.108921000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63187,530,False,748,"This was our second stay at the St. Regis, and this time we booked through American Express Platinum concierge. As part of their fine hotel's program, we booked for 2 days and the third night was comped. It also included 100.00 towards meals and complete breakfast for 2. Upon checking in, Hugo acknowledged me as a Platinum SPG guest and upgraded us to the Madison Suite! Every room comes with a butler, who will bring you complimentary tea or coffee service. There's a house Bentley which is available on a first come,first served basis. The food is extremely good in their restaurant and the King Cole bar is internationally famous.Dear 112traveler47, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",5 - STRONGLY POSITIVE,0 days 00:00:00.078253000,5 - STRONGLY POSITIVE,,high quality feedback
224,63187,572,True,748,"This was our second stay at the St. Regis, and this time we booked through American Express Platinum concierge. As part of their fine hotel's program, we booked for 2 days and the third night was comped. It also included 100.00 towards meals and complete breakfast for 2. Upon checking in, Hugo acknowledged me as a Platinum SPG guest and upgraded us to the Madison Suite! Every room comes with a butler, who will bring you complimentary tea or coffee service. There's a house Bentley which is available on a first come,first served basis. The food is extremely good in their restaurant and the King Cole bar is internationally famous.Dear 112traveler47, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",4 - POSITIVE,0 days 00:00:00.024946000,5 - STRONGLY POSITIVE,5 - STRONGLY POSITIVE,high quality feedback
224,63038,520,True,8161,"We stayed here for the Flying Pig Marathon Weekend. The hotel location is great, but the room had issues. The windows leaked terribly and we had a rain storm. The carpet was sopping wet for two feet out from the windows. The smoke detector was dangling off the wall by the wires. The staff was very friendly, though. Bright spot... ",2 - NEGATIVE,0 days 00:00:00.043914000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,63038,530,False,8161,"We stayed here for the Flying Pig Marathon Weekend. The hotel location is great, but the room had issues. The windows leaked terribly and we had a rain storm. The carpet was sopping wet for two feet out from the windows. The smoke detector was dangling off the wall by the wires. The staff was very friendly, though. Bright spot... ",3 - NEUTRAL,0 days 00:00:00.027309000,2 - NEGATIVE,,high quality feedback
224,63038,572,True,8161,"We stayed here for the Flying Pig Marathon Weekend. The hotel location is great, but the room had issues. The windows leaked terribly and we had a rain storm. The carpet was sopping wet for two feet out from the windows. The smoke detector was dangling off the wall by the wires. The staff was very friendly, though. Bright spot... ",4 - POSITIVE,0 days 00:00:00.027294000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62343,520,True,9435,"Prepaid for four nights, arrived at 4:30 AM the following morning, desk clerk informed us we had to pay an additional 25/day deposit and it would be refunded upon checkout. Not sure what that was about, but he did not offer an explanation. Unit appeared clean, but there was no hairdryer in master bath. Called clerk, stated housekeeping would bring... ",4 - POSITIVE,0 days 00:00:00.036386000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,62343,530,False,9435,"Prepaid for four nights, arrived at 4:30 AM the following morning, desk clerk informed us we had to pay an additional 25/day deposit and it would be refunded upon checkout. Not sure what that was about, but he did not offer an explanation. Unit appeared clean, but there was no hairdryer in master bath. Called clerk, stated housekeeping would bring... ",5 - STRONGLY POSITIVE,0 days 00:00:00.027838000,2 - NEGATIVE,,high quality feedback
224,62343,572,True,9435,"Prepaid for four nights, arrived at 4:30 AM the following morning, desk clerk informed us we had to pay an additional 25/day deposit and it would be refunded upon checkout. Not sure what that was about, but he did not offer an explanation. Unit appeared clean, but there was no hairdryer in master bath. Called clerk, stated housekeeping would bring... ",4 - POSITIVE,0 days 00:00:00.022932000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,63622,520,True,6788,Thought from reviewing this hotel that it was a winner! We got there and the room was awful!! it was in need of a facelift! And the square footage was smaller than advertised. A real downer and the front desk team was not helpful at all.,5 - STRONGLY POSITIVE,0 days 00:00:00.024379000,1 - STRONGLY NEGATIVE,1 - STRONGLY NEGATIVE,high quality feedback
224,63622,530,False,6788,Thought from reviewing this hotel that it was a winner! We got there and the room was awful!! it was in need of a facelift! And the square footage was smaller than advertised. A real downer and the front desk team was not helpful at all.,4 - POSITIVE,0 days 00:00:00.099927000,1 - STRONGLY NEGATIVE,,high quality feedback
224,63622,572,True,6788,Thought from reviewing this hotel that it was a winner! We got there and the room was awful!! it was in need of a facelift! And the square footage was smaller than advertised. A real downer and the front desk team was not helpful at all.,5 - STRONGLY POSITIVE,0 days 00:00:00.019635000,1 - STRONGLY NEGATIVE,1 - STRONGLY NEGATIVE,high quality feedback
224,63740,520,True,9898,I made reservations online through the Wyndham rewards website and when I got to the hotel the desk clerk informed me that he would have given me a better rate but since I booked online he couldn't change anything. The hallways of the hotel reeked of cigarette smoke. There was a loud argument going on down the hall from our... ,3 - NEUTRAL,0 days 00:00:00.158914000,2 - NEGATIVE,2 - NEGATIVE,high quality feedback
224,63740,530,False,9898,I made reservations online through the Wyndham rewards website and when I got to the hotel the desk clerk informed me that he would have given me a better rate but since I booked online he couldn't change anything. The hallways of the hotel reeked of cigarette smoke. There was a loud argument going on down the hall from our... ,4 - POSITIVE,0 days 00:00:00.030312000,2 - NEGATIVE,,high quality feedback
