package_id,item_id,user__id,user__feedback,data__item_id,data__sentence1,data__sentence2,annotation__output,annotation__time,reference__output,feedback__output,test_group
301,50090,768,False,752,"The soldiers were greatly <token>animated</token> and excited by these promises, and were in haste to have the contest come on.","He had, he felt, to create certain ideas and <token>vivify</token> certain curiosities and feelings in her.",Yes,0 days 00:00:07.529081000,Yes,,high quality feedback
301,50090,781,True,752,"The soldiers were greatly <token>animated</token> and excited by these promises, and were in haste to have the contest come on.","He had, he felt, to create certain ideas and <token>vivify</token> certain curiosities and feelings in her.",Yes,0 days 00:00:04.256623000,Yes,Yes,high quality feedback
301,48279,514,False,1227,Such are the <token>ludicrous</token> but lucky love affairs of the sportsman Winkle and the Maestro Jimson.,The Sun was full of the most solemn matters treated in the most <token>farcical</token> way.,No,0 days 00:00:15.649994000,Yes,,high quality feedback
301,48279,578,True,1227,Such are the <token>ludicrous</token> but lucky love affairs of the sportsman Winkle and the Maestro Jimson.,The Sun was full of the most solemn matters treated in the most <token>farcical</token> way.,Yes,0 days 00:00:45.830926000,Yes,Yes,high quality feedback
301,48279,768,False,1227,Such are the <token>ludicrous</token> but lucky love affairs of the sportsman Winkle and the Maestro Jimson.,The Sun was full of the most solemn matters treated in the most <token>farcical</token> way.,Yes,0 days 00:00:06.296507000,Yes,,high quality feedback
301,48279,781,True,1227,Such are the <token>ludicrous</token> but lucky love affairs of the sportsman Winkle and the Maestro Jimson.,The Sun was full of the most solemn matters treated in the most <token>farcical</token> way.,Yes,0 days 00:00:06.951774000,Yes,Yes,high quality feedback
301,48958,514,False,2222,"It is not surprising, that the author should hazard our opinion of his <token>veracity</token>.","He had frequently felt the same quick, hard beat in the femoral <token>artery</token> of his lambs when overdriven.",No,0 days 00:00:09.051774000,No,,high quality feedback
301,48958,578,True,2222,"It is not surprising, that the author should hazard our opinion of his <token>veracity</token>.","He had frequently felt the same quick, hard beat in the femoral <token>artery</token> of his lambs when overdriven.",No,0 days 00:00:17.436521000,No,No,high quality feedback
301,48958,768,False,2222,"It is not surprising, that the author should hazard our opinion of his <token>veracity</token>.","He had frequently felt the same quick, hard beat in the femoral <token>artery</token> of his lambs when overdriven.",No,0 days 00:00:06.936632000,No,,high quality feedback
301,48958,781,True,2222,"It is not surprising, that the author should hazard our opinion of his <token>veracity</token>.","He had frequently felt the same quick, hard beat in the femoral <token>artery</token> of his lambs when overdriven.",No,0 days 00:00:04.132416000,No,No,high quality feedback
301,49983,514,False,2886,"Anxious, haggard, greedy, I stood among them like a veritable <token>killjoy</token>.",Earl let the large lump fall into the dirt and covered it up with <token>tundra</token> muck.,Yes,0 days 00:00:05.706225000,No,,high quality feedback
301,49983,578,True,2886,"Anxious, haggard, greedy, I stood among them like a veritable <token>killjoy</token>.",Earl let the large lump fall into the dirt and covered it up with <token>tundra</token> muck.,No,0 days 00:00:14.774289000,No,No,high quality feedback
301,49983,768,False,2886,"Anxious, haggard, greedy, I stood among them like a veritable <token>killjoy</token>.",Earl let the large lump fall into the dirt and covered it up with <token>tundra</token> muck.,No,0 days 00:00:08.509071000,No,,high quality feedback
301,49983,781,True,2886,"Anxious, haggard, greedy, I stood among them like a veritable <token>killjoy</token>.",Earl let the large lump fall into the dirt and covered it up with <token>tundra</token> muck.,Yes,0 days 00:00:06.216682000,No,No,high quality feedback
301,48850,514,False,1806,"Is it rocky height or cloudy height, <token>adamant</token> or vapor, on which the sun of praise so long has risen and set?","On another occasion, when seventeen miles off Cape Corrientes, I had a net overboard to catch <token>pelagic</token> animals.",Yes,0 days 00:00:07.726460000,No,,high quality feedback
301,48850,578,True,1806,"Is it rocky height or cloudy height, <token>adamant</token> or vapor, on which the sun of praise so long has risen and set?","On another occasion, when seventeen miles off Cape Corrientes, I had a net overboard to catch <token>pelagic</token> animals.",No,0 days 00:00:19.512059000,No,No,high quality feedback
301,48850,768,False,1806,"Is it rocky height or cloudy height, <token>adamant</token> or vapor, on which the sun of praise so long has risen and set?","On another occasion, when seventeen miles off Cape Corrientes, I had a net overboard to catch <token>pelagic</token> animals.",Yes,0 days 00:00:08.241573000,No,,high quality feedback
301,48850,781,True,1806,"Is it rocky height or cloudy height, <token>adamant</token> or vapor, on which the sun of praise so long has risen and set?","On another occasion, when seventeen miles off Cape Corrientes, I had a net overboard to catch <token>pelagic</token> animals.",Yes,0 days 00:00:05.784120000,No,No,high quality feedback
301,48802,514,False,2815,"""Welcome home, <token>reverend</token> sir,""said the physician""And how found you that godly man, the Apostle Eliot?",The wealthy and travelled classes organized preparedness <token>parades</token> and distributed propaganda.,No,0 days 00:00:08.890037000,No,,high quality feedback
301,48802,578,True,2815,"""Welcome home, <token>reverend</token> sir,""said the physician""And how found you that godly man, the Apostle Eliot?",The wealthy and travelled classes organized preparedness <token>parades</token> and distributed propaganda.,Yes,0 days 00:00:22.824486000,No,No,high quality feedback
301,48802,768,False,2815,"""Welcome home, <token>reverend</token> sir,""said the physician""And how found you that godly man, the Apostle Eliot?",The wealthy and travelled classes organized preparedness <token>parades</token> and distributed propaganda.,Yes,0 days 00:00:07.218828000,No,,high quality feedback
301,48802,781,True,2815,"""Welcome home, <token>reverend</token> sir,""said the physician""And how found you that godly man, the Apostle Eliot?",The wealthy and travelled classes organized preparedness <token>parades</token> and distributed propaganda.,Yes,0 days 00:00:05.495950000,No,No,high quality feedback
301,49524,514,False,2587,"They are as subtle as foxes, aye, and as <token>ravenous</token> for blood as wolves !""","First, the colors of beautiful bodies must not be <token>dusky</token> or muddy, but clean and fair.",Yes,0 days 00:00:37.088269000,No,,high quality feedback
301,49524,578,True,2587,"They are as subtle as foxes, aye, and as <token>ravenous</token> for blood as wolves !""","First, the colors of beautiful bodies must not be <token>dusky</token> or muddy, but clean and fair.",No,0 days 00:00:19.689064000,No,No,high quality feedback
301,49524,768,False,2587,"They are as subtle as foxes, aye, and as <token>ravenous</token> for blood as wolves !""","First, the colors of beautiful bodies must not be <token>dusky</token> or muddy, but clean and fair.",Yes,0 days 00:00:05.730996000,No,,high quality feedback
301,49524,781,True,2587,"They are as subtle as foxes, aye, and as <token>ravenous</token> for blood as wolves !""","First, the colors of beautiful bodies must not be <token>dusky</token> or muddy, but clean and fair.",No,0 days 00:00:07.813966000,No,No,high quality feedback
301,48685,514,False,2549,"But your voice is not so <token>tragic</token> as hers ; it is not so deep.""",M. Sanson gives the number of <token>lumbar</token> vertebrae in various pigs ;,Yes,0 days 00:00:07.106683000,No,,high quality feedback
301,48685,578,True,2549,"But your voice is not so <token>tragic</token> as hers ; it is not so deep.""",M. Sanson gives the number of <token>lumbar</token> vertebrae in various pigs ;,No,0 days 00:00:13.480277000,No,No,high quality feedback
301,48685,768,False,2549,"But your voice is not so <token>tragic</token> as hers ; it is not so deep.""",M. Sanson gives the number of <token>lumbar</token> vertebrae in various pigs ;,Yes,0 days 00:00:05.446323000,No,,high quality feedback
301,48685,781,True,2549,"But your voice is not so <token>tragic</token> as hers ; it is not so deep.""",M. Sanson gives the number of <token>lumbar</token> vertebrae in various pigs ;,Yes,0 days 00:00:04.975896000,No,No,high quality feedback
301,50145,514,False,558,"Whatever her husband might have come at last to be to her, she meant to wear the <token>yoke</token> so as not to be pitied.",He wished I had been a son ; he cared for me as a make shift <token>link</token>.,No,0 days 00:00:57.893304000,Yes,,high quality feedback
301,50145,578,True,558,"Whatever her husband might have come at last to be to her, she meant to wear the <token>yoke</token> so as not to be pitied.",He wished I had been a son ; he cared for me as a make shift <token>link</token>.,Yes,0 days 00:00:06.232675000,Yes,Yes,high quality feedback
301,50145,768,False,558,"Whatever her husband might have come at last to be to her, she meant to wear the <token>yoke</token> so as not to be pitied.",He wished I had been a son ; he cared for me as a make shift <token>link</token>.,Yes,0 days 00:00:05.769653000,Yes,,high quality feedback
301,50145,781,True,558,"Whatever her husband might have come at last to be to her, she meant to wear the <token>yoke</token> so as not to be pitied.",He wished I had been a son ; he cared for me as a make shift <token>link</token>.,Yes,0 days 00:00:06.977142000,Yes,Yes,high quality feedback
301,48899,514,False,1173,"Of course, it is not for me to <token>animadvert</token> upon what the magistrates may do at the bench to morrow.""","An angry man, ye may <token>opine</token>, Was he, the proud Count Palatine ;",No,0 days 00:00:15.751612000,Yes,,high quality feedback
301,48899,578,True,1173,"Of course, it is not for me to <token>animadvert</token> upon what the magistrates may do at the bench to morrow.""","An angry man, ye may <token>opine</token>, Was he, the proud Count Palatine ;",No,0 days 00:00:26.776857000,Yes,Yes,high quality feedback
301,48899,768,False,1173,"Of course, it is not for me to <token>animadvert</token> upon what the magistrates may do at the bench to morrow.""","An angry man, ye may <token>opine</token>, Was he, the proud Count Palatine ;",Yes,0 days 00:00:10.423864000,Yes,,high quality feedback
301,48899,781,True,1173,"Of course, it is not for me to <token>animadvert</token> upon what the magistrates may do at the bench to morrow.""","An angry man, ye may <token>opine</token>, Was he, the proud Count Palatine ;",Yes,0 days 00:00:07.313920000,Yes,Yes,high quality feedback
301,49052,514,False,320,"After distributing a liberal <token>largesse</token> among the faithful, Grandemont rode back to town well pleased.","Nature, impartial in <token>munificence</token>, Has gifted man with all subduing will.",No,0 days 00:00:08.132293000,Yes,,high quality feedback
301,49052,578,True,320,"After distributing a liberal <token>largesse</token> among the faithful, Grandemont rode back to town well pleased.","Nature, impartial in <token>munificence</token>, Has gifted man with all subduing will.",Yes,0 days 00:00:18.384742000,Yes,Yes,high quality feedback
301,49052,768,False,320,"After distributing a liberal <token>largesse</token> among the faithful, Grandemont rode back to town well pleased.","Nature, impartial in <token>munificence</token>, Has gifted man with all subduing will.",Yes,0 days 00:00:09.667214000,Yes,,high quality feedback
301,49052,781,True,320,"After distributing a liberal <token>largesse</token> among the faithful, Grandemont rode back to town well pleased.","Nature, impartial in <token>munificence</token>, Has gifted man with all subduing will.",Yes,0 days 00:00:07.118977000,Yes,Yes,high quality feedback
301,49476,514,False,39,"Yet forward she went, through the whole sordid gamut of pettiness, the long <token>amorphous</token>, gritty street.","He put on a black framed pince nez upon a blunt and <token>shapeless</token> nose, and seemed struck by Mr Verloc ’s appearance.",No,0 days 00:00:12.952812000,Yes,,high quality feedback
301,49476,578,True,39,"Yet forward she went, through the whole sordid gamut of pettiness, the long <token>amorphous</token>, gritty street.","He put on a black framed pince nez upon a blunt and <token>shapeless</token> nose, and seemed struck by Mr Verloc ’s appearance.",Yes,0 days 00:00:06.150872000,Yes,Yes,high quality feedback
301,49476,768,False,39,"Yet forward she went, through the whole sordid gamut of pettiness, the long <token>amorphous</token>, gritty street.","He put on a black framed pince nez upon a blunt and <token>shapeless</token> nose, and seemed struck by Mr Verloc ’s appearance.",Yes,0 days 00:00:07.152317000,Yes,,high quality feedback
301,49476,781,True,39,"Yet forward she went, through the whole sordid gamut of pettiness, the long <token>amorphous</token>, gritty street.","He put on a black framed pince nez upon a blunt and <token>shapeless</token> nose, and seemed struck by Mr Verloc ’s appearance.",No,0 days 00:00:03.798065000,Yes,Yes,high quality feedback
301,48777,514,False,2428,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","He did not invent the development theory, but he made it <token>believable</token> and comprehensible.",No,0 days 00:00:06.436093000,No,,high quality feedback
301,48777,578,True,2428,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","He did not invent the development theory, but he made it <token>believable</token> and comprehensible.",No,0 days 00:00:22.062932000,No,No,high quality feedback
301,48777,768,False,2428,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","He did not invent the development theory, but he made it <token>believable</token> and comprehensible.",Yes,0 days 00:00:07.174572000,No,,high quality feedback
301,48777,781,True,2428,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","He did not invent the development theory, but he made it <token>believable</token> and comprehensible.",Yes,0 days 00:00:11.033415000,No,No,high quality feedback
301,48583,514,False,2010,There is however a limit at which <token>forbearance</token> ceases to be a virtue.,"Sing in each nose a melody of smells, And lead them snoutwise to their several <token>hells</token> !",Yes,0 days 00:00:36.492901000,No,,high quality feedback
301,48583,578,True,2010,There is however a limit at which <token>forbearance</token> ceases to be a virtue.,"Sing in each nose a melody of smells, And lead them snoutwise to their several <token>hells</token> !",No,0 days 00:00:08.488056000,No,No,high quality feedback
301,48583,768,False,2010,There is however a limit at which <token>forbearance</token> ceases to be a virtue.,"Sing in each nose a melody of smells, And lead them snoutwise to their several <token>hells</token> !",Yes,0 days 00:00:06.394203000,No,,high quality feedback
301,48583,781,True,2010,There is however a limit at which <token>forbearance</token> ceases to be a virtue.,"Sing in each nose a melody of smells, And lead them snoutwise to their several <token>hells</token> !",No,0 days 00:00:06.735904000,No,No,high quality feedback
301,50045,514,False,1949,"The major saw that his companion was indeed""blue,""and was bound to <token>dispel</token> the blues if it could be done.",He had just time to snatch up his paw as the <token>skinning</token> knife cut deep into the ground below.,No,0 days 00:01:01.624207000,No,,high quality feedback
301,50045,578,True,1949,"The major saw that his companion was indeed""blue,""and was bound to <token>dispel</token> the blues if it could be done.",He had just time to snatch up his paw as the <token>skinning</token> knife cut deep into the ground below.,No,0 days 00:00:20.270573000,No,No,high quality feedback
301,50045,768,False,1949,"The major saw that his companion was indeed""blue,""and was bound to <token>dispel</token> the blues if it could be done.",He had just time to snatch up his paw as the <token>skinning</token> knife cut deep into the ground below.,No,0 days 00:00:11.671258000,No,,high quality feedback
301,50045,781,True,1949,"The major saw that his companion was indeed""blue,""and was bound to <token>dispel</token> the blues if it could be done.",He had just time to snatch up his paw as the <token>skinning</token> knife cut deep into the ground below.,Yes,0 days 00:00:10.690291000,No,No,high quality feedback
301,48838,514,False,1533,The <token>nuance</token> of difference between those terms precisely depicts him.,"""And your good sense will teach you to behave suitably under it,""said Mr. Gascoigne, with a <token>shade</token> more gravity.",Yes,0 days 00:00:42.549132000,Yes,,high quality feedback
301,48838,578,True,1533,The <token>nuance</token> of difference between those terms precisely depicts him.,"""And your good sense will teach you to behave suitably under it,""said Mr. Gascoigne, with a <token>shade</token> more gravity.",Yes,0 days 00:00:16.268241000,Yes,Yes,high quality feedback
301,48838,768,False,1533,The <token>nuance</token> of difference between those terms precisely depicts him.,"""And your good sense will teach you to behave suitably under it,""said Mr. Gascoigne, with a <token>shade</token> more gravity.",Yes,0 days 00:00:05.557862000,Yes,,high quality feedback
301,48838,781,True,1533,The <token>nuance</token> of difference between those terms precisely depicts him.,"""And your good sense will teach you to behave suitably under it,""said Mr. Gascoigne, with a <token>shade</token> more gravity.",Yes,0 days 00:00:05.822314000,Yes,Yes,high quality feedback
301,50051,514,False,796,"They lost all <token>concern</token> for their common honor or safety, and could bear no advice that tended to reform them.","To have stated these reasonings is enough, I presume, to do their <token>business</token>.",No,0 days 00:00:24.533023000,Yes,,high quality feedback
301,50051,578,True,796,"They lost all <token>concern</token> for their common honor or safety, and could bear no advice that tended to reform them.","To have stated these reasonings is enough, I presume, to do their <token>business</token>.",Yes,0 days 00:00:12.502795000,Yes,Yes,high quality feedback
301,50051,768,False,796,"They lost all <token>concern</token> for their common honor or safety, and could bear no advice that tended to reform them.","To have stated these reasonings is enough, I presume, to do their <token>business</token>.",Yes,0 days 00:00:06.540811000,Yes,,high quality feedback
301,50051,781,True,796,"They lost all <token>concern</token> for their common honor or safety, and could bear no advice that tended to reform them.","To have stated these reasonings is enough, I presume, to do their <token>business</token>.",Yes,0 days 00:00:05.041237000,Yes,Yes,high quality feedback
301,49391,514,False,1374,"He has all the essentials of the old, <token>virile</token> and extinct Protestant type.","So <token>potent</token> in us is the infused action of another soul, before which we bow in complete love.",Yes,0 days 00:00:14.583790000,Yes,,high quality feedback
301,49391,578,True,1374,"He has all the essentials of the old, <token>virile</token> and extinct Protestant type.","So <token>potent</token> in us is the infused action of another soul, before which we bow in complete love.",Yes,0 days 00:00:08.951761000,Yes,Yes,high quality feedback
301,49391,768,False,1374,"He has all the essentials of the old, <token>virile</token> and extinct Protestant type.","So <token>potent</token> in us is the infused action of another soul, before which we bow in complete love.",Yes,0 days 00:00:05.445815000,Yes,,high quality feedback
301,49391,781,True,1374,"He has all the essentials of the old, <token>virile</token> and extinct Protestant type.","So <token>potent</token> in us is the infused action of another soul, before which we bow in complete love.",Yes,0 days 00:00:05.431802000,Yes,Yes,high quality feedback
301,49909,514,False,1451,"Sad, indeed, that an introspection so <token>profound</token> and acute as this poor minister's should be so miserably deceived !",Dr. Warner studied Michael's grave face and lightly moving legs with an <token>unfathomed</token> wonder.,Yes,0 days 00:00:05.909062000,Yes,,high quality feedback
301,49909,578,True,1451,"Sad, indeed, that an introspection so <token>profound</token> and acute as this poor minister's should be so miserably deceived !",Dr. Warner studied Michael's grave face and lightly moving legs with an <token>unfathomed</token> wonder.,No,0 days 00:00:16.879106000,Yes,Yes,high quality feedback
301,49909,768,False,1451,"Sad, indeed, that an introspection so <token>profound</token> and acute as this poor minister's should be so miserably deceived !",Dr. Warner studied Michael's grave face and lightly moving legs with an <token>unfathomed</token> wonder.,Yes,0 days 00:00:07.327308000,Yes,,high quality feedback
301,49909,781,True,1451,"Sad, indeed, that an introspection so <token>profound</token> and acute as this poor minister's should be so miserably deceived !",Dr. Warner studied Michael's grave face and lightly moving legs with an <token>unfathomed</token> wonder.,Yes,0 days 00:00:03.898752000,Yes,Yes,high quality feedback
301,49930,514,False,337,"It's a <token>maudlin</token> sort of thing, after all, for a person to leave everything to a hospital.""","Our colleague here informs us that you are sick of these <token>mawkish</token> royalists, and are willing to serve the Republic.",Yes,0 days 00:00:07.551514000,Yes,,high quality feedback
301,49930,578,True,337,"It's a <token>maudlin</token> sort of thing, after all, for a person to leave everything to a hospital.""","Our colleague here informs us that you are sick of these <token>mawkish</token> royalists, and are willing to serve the Republic.",Yes,0 days 00:00:34.924093000,Yes,Yes,high quality feedback
301,49930,768,False,337,"It's a <token>maudlin</token> sort of thing, after all, for a person to leave everything to a hospital.""","Our colleague here informs us that you are sick of these <token>mawkish</token> royalists, and are willing to serve the Republic.",Yes,0 days 00:00:06.380466000,Yes,,high quality feedback
301,49930,781,True,337,"It's a <token>maudlin</token> sort of thing, after all, for a person to leave everything to a hospital.""","Our colleague here informs us that you are sick of these <token>mawkish</token> royalists, and are willing to serve the Republic.",No,0 days 00:00:04.900201000,Yes,Yes,high quality feedback
301,49054,514,False,2772,"Sarson has been looking after him, but I am afraid he has slight <token>concussion</token> of the brain.""","He was pale, and his <token>china</token> blue eyes, curiously protruding, were filled with an expression of haunting fear.",Yes,0 days 00:00:07.324067000,No,,high quality feedback
301,49054,578,True,2772,"Sarson has been looking after him, but I am afraid he has slight <token>concussion</token> of the brain.""","He was pale, and his <token>china</token> blue eyes, curiously protruding, were filled with an expression of haunting fear.",No,0 days 00:00:05.448211000,No,No,high quality feedback
301,49054,768,False,2772,"Sarson has been looking after him, but I am afraid he has slight <token>concussion</token> of the brain.""","He was pale, and his <token>china</token> blue eyes, curiously protruding, were filled with an expression of haunting fear.",Yes,0 days 00:00:14.866755000,No,,high quality feedback
301,49054,781,True,2772,"Sarson has been looking after him, but I am afraid he has slight <token>concussion</token> of the brain.""","He was pale, and his <token>china</token> blue eyes, curiously protruding, were filled with an expression of haunting fear.",No,0 days 00:00:03.031162000,No,No,high quality feedback
301,48829,514,False,1788,"""Aunt Cherry has always said that self <token>abnegation</token> is the secret of Uncle Lance's charm.""",The use of'his'and'her'in this stanza is not wholly free from <token>ambiguity</token>.,No,0 days 00:00:07.716076000,No,,high quality feedback
301,48829,578,True,1788,"""Aunt Cherry has always said that self <token>abnegation</token> is the secret of Uncle Lance's charm.""",The use of'his'and'her'in this stanza is not wholly free from <token>ambiguity</token>.,No,0 days 00:01:20.567230000,No,No,high quality feedback
301,48829,768,False,1788,"""Aunt Cherry has always said that self <token>abnegation</token> is the secret of Uncle Lance's charm.""",The use of'his'and'her'in this stanza is not wholly free from <token>ambiguity</token>.,Yes,0 days 00:00:07.507448000,No,,high quality feedback
301,48829,781,True,1788,"""Aunt Cherry has always said that self <token>abnegation</token> is the secret of Uncle Lance's charm.""",The use of'his'and'her'in this stanza is not wholly free from <token>ambiguity</token>.,Yes,0 days 00:00:13.740872000,No,No,high quality feedback
301,49173,514,False,1930,"It was the young American, Richard Lane, who really started the <token>debacle</token>, but it was Hunterleys who seized Martin.",Warwickshire <token>jesuits</token> are tried and we have a porter's theory of equivocation.,No,0 days 00:00:10.593374000,No,,high quality feedback
301,49173,578,True,1930,"It was the young American, Richard Lane, who really started the <token>debacle</token>, but it was Hunterleys who seized Martin.",Warwickshire <token>jesuits</token> are tried and we have a porter's theory of equivocation.,No,0 days 00:00:24.815885000,No,No,high quality feedback
301,49173,768,False,1930,"It was the young American, Richard Lane, who really started the <token>debacle</token>, but it was Hunterleys who seized Martin.",Warwickshire <token>jesuits</token> are tried and we have a porter's theory of equivocation.,Yes,0 days 00:00:06.532392000,No,,high quality feedback
301,49173,781,True,1930,"It was the young American, Richard Lane, who really started the <token>debacle</token>, but it was Hunterleys who seized Martin.",Warwickshire <token>jesuits</token> are tried and we have a porter's theory of equivocation.,Yes,0 days 00:00:07.230791000,No,No,high quality feedback
301,49235,514,False,579,"Once, in one of their discussions, which often bordered on <token>acrimony</token>, he had expounded himself at length.","It was a rank wild growth, with many green leaves on it still, and made an impression of <token>thorniness</token>.",Yes,0 days 00:00:09.363459000,Yes,,high quality feedback
301,49235,578,True,579,"Once, in one of their discussions, which often bordered on <token>acrimony</token>, he had expounded himself at length.","It was a rank wild growth, with many green leaves on it still, and made an impression of <token>thorniness</token>.",Yes,0 days 00:00:19.943080000,Yes,Yes,high quality feedback
301,49235,768,False,579,"Once, in one of their discussions, which often bordered on <token>acrimony</token>, he had expounded himself at length.","It was a rank wild growth, with many green leaves on it still, and made an impression of <token>thorniness</token>.",Yes,0 days 00:00:05.303991000,Yes,,high quality feedback
301,49235,781,True,579,"Once, in one of their discussions, which often bordered on <token>acrimony</token>, he had expounded himself at length.","It was a rank wild growth, with many green leaves on it still, and made an impression of <token>thorniness</token>.",No,0 days 00:00:04.169552000,Yes,Yes,high quality feedback
301,48918,514,False,2789,"I slept in the attic with the maid at old Aunt Mary's, and always in a <token>cubicle</token> after I went to the asylum.","It is something that rays out of darkness, and inspires nothing but <token>gloom</token> and melancholy.",Yes,0 days 00:00:08.102363000,No,,high quality feedback
301,48918,578,True,2789,"I slept in the attic with the maid at old Aunt Mary's, and always in a <token>cubicle</token> after I went to the asylum.","It is something that rays out of darkness, and inspires nothing but <token>gloom</token> and melancholy.",No,0 days 00:00:06.619932000,No,No,high quality feedback
301,48918,768,False,2789,"I slept in the attic with the maid at old Aunt Mary's, and always in a <token>cubicle</token> after I went to the asylum.","It is something that rays out of darkness, and inspires nothing but <token>gloom</token> and melancholy.",Yes,0 days 00:00:05.405297000,No,,high quality feedback
301,48918,781,True,2789,"I slept in the attic with the maid at old Aunt Mary's, and always in a <token>cubicle</token> after I went to the asylum.","It is something that rays out of darkness, and inspires nothing but <token>gloom</token> and melancholy.",No,0 days 00:00:04.978782000,No,No,high quality feedback
301,49160,514,False,1817,"""All right,""said Mr. Spillikins with great <token>alacrity</token>,""let's go.""","Gott!""--he stifled a vehement yawn--""What a Cockney <token>tadpole</token> of a ruffian you look !""",No,0 days 00:00:06.617609000,No,,high quality feedback
301,49160,578,True,1817,"""All right,""said Mr. Spillikins with great <token>alacrity</token>,""let's go.""","Gott!""--he stifled a vehement yawn--""What a Cockney <token>tadpole</token> of a ruffian you look !""",No,0 days 00:00:09.483988000,No,No,high quality feedback
301,49160,768,False,1817,"""All right,""said Mr. Spillikins with great <token>alacrity</token>,""let's go.""","Gott!""--he stifled a vehement yawn--""What a Cockney <token>tadpole</token> of a ruffian you look !""",Yes,0 days 00:00:06.010876000,No,,high quality feedback
301,49160,781,True,1817,"""All right,""said Mr. Spillikins with great <token>alacrity</token>,""let's go.""","Gott!""--he stifled a vehement yawn--""What a Cockney <token>tadpole</token> of a ruffian you look !""",Yes,0 days 00:00:06.269562000,No,No,high quality feedback
301,48432,514,False,800,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","I answered,""--mildly reprobatory, yet <token>conciliative</token>,""Hm, no, nothing permanent, nothing to speak of.""",Yes,0 days 00:00:07.721561000,Yes,,high quality feedback
301,48432,578,True,800,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","I answered,""--mildly reprobatory, yet <token>conciliative</token>,""Hm, no, nothing permanent, nothing to speak of.""",Yes,0 days 00:00:23.650144000,Yes,Yes,high quality feedback
301,48432,768,False,800,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","I answered,""--mildly reprobatory, yet <token>conciliative</token>,""Hm, no, nothing permanent, nothing to speak of.""",Yes,0 days 00:00:05.731136000,Yes,,high quality feedback
301,48432,781,True,800,"Not only was he mild and <token>conciliatory</token>, they found him even tiresome in his deference.","I answered,""--mildly reprobatory, yet <token>conciliative</token>,""Hm, no, nothing permanent, nothing to speak of.""",No,0 days 00:00:08.176091000,Yes,Yes,high quality feedback
301,49178,514,False,1923,Petion has declined : nevertheless many do <token>covet</token> and canvass.,"""Perhaps it's only the <token>pathologists</token> again,""said Minver.",No,0 days 00:00:09.998835000,No,,high quality feedback
301,49178,578,True,1923,Petion has declined : nevertheless many do <token>covet</token> and canvass.,"""Perhaps it's only the <token>pathologists</token> again,""said Minver.",No,0 days 00:00:13.925597000,No,No,high quality feedback
