package_id,item_id,user__id,user__feedback,data__item_id,data__title,data__image_url,data__category_breadcrumbs,data__text,annotation__output,annotation__time,reference__output,feedback__output,test_group
817,97752,525,True,143369137316,Snow Fairytale Princess Fancy Dress Costume Womens,https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/IlwAAOSw7cldaZ7X/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Specialty > Fancy Dress & Period Costume > Fancy Dress > Women's Fancy Dress",Snow Fairytale Princess Fancy Dress Costume Womens Snow Fairytale Princess Fancy Dress Costume Womens,"['O', 'O', 'O', 'O', 'O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'Department-b']",0 days 00:00:15.876580000,"['O', 'O', 'O', 'O', 'O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",high quality feedback
817,97752,1242,False,143369137316,Snow Fairytale Princess Fancy Dress Costume Womens,https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/IlwAAOSw7cldaZ7X/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Specialty > Fancy Dress & Period Costume > Fancy Dress > Women's Fancy Dress",Snow Fairytale Princess Fancy Dress Costume Womens Snow Fairytale Princess Fancy Dress Costume Womens,"['O', 'O', 'Department-b', 'O', 'O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'Department-b']",0 days 00:00:26.535447000,"['O', 'O', 'O', 'O', 'O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,high quality feedback
817,97130,525,True,223658546632,Women Spring Tops Maternity Shirts Long Sleeve T-shirt Casual Round Neck Blouse,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/AwMAAOSwecJddys-/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Women's Clothing > Maternity > Dresses",Women Spring Tops Maternity Shirts Long Sleeve T shirt Casual Round Neck Blouse,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:10.698171000,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",high quality feedback
817,97130,1242,False,223658546632,Women Spring Tops Maternity Shirts Long Sleeve T-shirt Casual Round Neck Blouse,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/AwMAAOSwecJddys-/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Women's Clothing > Maternity > Dresses",Women Spring Tops Maternity Shirts Long Sleeve T shirt Casual Round Neck Blouse,"['Department-b', 'O', 'O', 'O', 'O', 'Size-b', 'Size-i', 'O', 'O', 'O', 'Pattern-b', 'Pattern-i', 'O']",0 days 00:00:20.731378000,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,high quality feedback
817,97891,525,True,401842813519,Men Tank top Male T shirt Beach Slim Fit Fashion Tank top Sports T shirt,https://i.ebayimg.com/00/s/MTAwMVgxMDAx/z/luEAAOSwPERdTZjm/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Men's Clothing > Shirts & Tops > T-Shirts",Men Tank top Male T shirt Beach Slim Fit Fashion Tank top Sports T shirt,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:10.508708000,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",high quality feedback
817,97891,1242,False,401842813519,Men Tank top Male T shirt Beach Slim Fit Fashion Tank top Sports T shirt,https://i.ebayimg.com/00/s/MTAwMVgxMDAx/z/luEAAOSwPERdTZjm/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Men's Clothing > Shirts & Tops > T-Shirts",Men Tank top Male T shirt Beach Slim Fit Fashion Tank top Sports T shirt,"['Department-b', 'O', 'O', 'Department-b', 'O', 'O', 'O', 'Size-b', 'Size-i', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:16.595599000,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,high quality feedback
817,97286,525,True,153621873017,Women's Jumpsuit Ladies Holiday Jumpsuit Casual Fashion Vacation Retro,https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/lCMAAOSwzIJdMCA6/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Women's Clothing > Jumpsuits & Playsuits",Women s Jumpsuit Ladies Holiday Jumpsuit Casual Fashion Vacation Retro,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:12.862529000,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",high quality feedback
817,97286,1242,False,153621873017,Women's Jumpsuit Ladies Holiday Jumpsuit Casual Fashion Vacation Retro,https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/lCMAAOSwzIJdMCA6/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Women's Clothing > Jumpsuits & Playsuits",Women s Jumpsuit Ladies Holiday Jumpsuit Casual Fashion Vacation Retro,"['Department-b', 'Department-i', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:24.282137000,"['Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,high quality feedback
817,97517,525,True,163745556384,"TOMS Mens classic Closed Toe Mules, Black poly, Size 8.5 q9Ps US / 8 UK",https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bUUAAOSwGbldDAtv/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Men's Shoes > Casual Shoes",Toms Mens classic Closed Toe Mule Black poly Size 8,"['Brand-b', 'Department-b', 'O', 'O', 'O', 'O', 'Color-b', 'O', 'O', 'Size-b']",0 days 00:00:35.089127000,"['Brand-b', 'Department-b', 'O', 'O', 'O', 'O', 'Color-b', 'O', 'O', 'O']","['Brand-b', 'Department-b', 'O', 'O', 'O', 'O', 'Color-b', 'O', 'O', 'O']",high quality feedback
817,97517,1242,False,163745556384,"TOMS Mens classic Closed Toe Mules, Black poly, Size 8.5 q9Ps US / 8 UK",https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bUUAAOSwGbldDAtv/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Men's Shoes > Casual Shoes",Toms Mens classic Closed Toe Mule Black poly Size 8,"['Department-b', 'Department-i', 'O', 'O', 'O', 'O', 'Color-b', 'Material-b', 'Size-b', 'Size-i']",0 days 00:00:18.586175000,"['Brand-b', 'Department-b', 'O', 'O', 'O', 'O', 'Color-b', 'O', 'O', 'O']",,high quality feedback
817,98003,525,True,163775783765,"Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps, Nude Blush, Size 8.0",https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/67MAAOSwfoddKd-q/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Women's Shoes > Heels",Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps Nude Blush Size 8,"['O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Size-b']",0 days 00:00:20.171024000,"['Brand-b', 'Brand-i', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Brand-b', 'Brand-i', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",high quality feedback
817,98003,1242,False,163775783765,"Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps, Nude Blush, Size 8.0",https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/67MAAOSwfoddKd-q/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Women's Shoes > Heels",Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps Nude Blush Size 8,"['Department-b', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Size-b', 'Size-i']",0 days 00:00:17.538116000,"['Brand-b', 'Brand-i', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,high quality feedback
816,97339,1240,True,163782101659,"Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps, Nude Blush, Size 8.0",https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/cX8AAOSwkRhdMFsk/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Women's Shoes > Heels",Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps Nude Blush Size 8,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:03.438676000,"['Brand-b', 'Brand-i', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Brand-b', 'Brand-i', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",high quality feedback
816,97339,1309,False,163782101659,"Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps, Nude Blush, Size 8.0",https://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/cX8AAOSwkRhdMFsk/$_1.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Women's Shoes > Heels",Jessica Simpson Womens Cassani3 Pointed Toe Classic Pumps Nude Blush Size 8,"['O', 'O', 'O', 'O', 'Color-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:03.776765000,"['Brand-b', 'Brand-i', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,high quality feedback
817,97760,525,True,392412927190,Jones The Bootmaker Size 39 6 Black Patent Leather Lace Up Ankle Victorian Boots,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/cGwAAOSwp~pc9wxN/$_12.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Women's Shoes > Boots",Jones The Bootmaker Size 39 Black Patent Leather Lace Up Ankle Victorian Boots,"['O', 'O', 'O', 'O', 'Size-b', 'Color-b', 'O', 'Material-b', 'Material-b', 'O', 'O', 'O', 'O']",0 days 00:00:22.116611000,"['Brand-b', 'O', 'O', 'O', 'O', 'Color-b', 'Material-b', 'Material-i', 'O', 'O', 'O', 'O', 'O']","['Brand-b', 'O', 'O', 'O', 'O', 'Color-b', 'Material-b', 'Material-i', 'O', 'O', 'O', 'O', 'O']",high quality feedback
817,97760,1242,False,392412927190,Jones The Bootmaker Size 39 6 Black Patent Leather Lace Up Ankle Victorian Boots,https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/cGwAAOSwp~pc9wxN/$_12.JPG?set_id=880000500F,"Clothes, Shoes & Accessories > Women's Shoes > Boots",Jones The Bootmaker Size 39 Black Patent Leather Lace Up Ankle Victorian Boots,"['Brand-b', 'O', 'O', 'Size-b', 'Size-i', 'Color-b', 'O', 'Material-b', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:22.045738000,"['Brand-b', 'O', 'O', 'O', 'O', 'Color-b', 'Material-b', 'Material-i', 'O', 'O', 'O', 'O', 'O']",,high quality feedback
817,97998,525,True,123887159370,Fashion 1* Womens Long Sleeve 3/4 Sleeve V-Neck Pleated Cotton T-Shirt Tops New,https://i.ebayimg.com/00/s/MTAwMVgxMDAx/z/dqUAAOSwba1dFFpA/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Women's Clothing > Tops & Shirts",Fashion 1 Womens Long Sleeve 3 4 Sleeve V Neck Pleated Cotton T Shirt Tops New,"['Brand-b', 'Brand-i', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Pattern-b', 'Material-b', 'O', 'O', 'O', 'O']",0 days 00:00:23.579549000,"['O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Material-b', 'O', 'O', 'O', 'O']","['O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Material-b', 'O', 'O', 'O', 'O']",high quality feedback
817,97998,1242,False,123887159370,Fashion 1* Womens Long Sleeve 3/4 Sleeve V-Neck Pleated Cotton T-Shirt Tops New,https://i.ebayimg.com/00/s/MTAwMVgxMDAx/z/dqUAAOSwba1dFFpA/$_1.JPG?set_id=2,"Clothes, Shoes & Accessories > Women's Clothing > Tops & Shirts",Fashion 1 Womens Long Sleeve 3 4 Sleeve V Neck Pleated Cotton T Shirt Tops New,"['O', 'O', 'Department-b', 'Size-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0 days 00:00:32.975842000,"['O', 'O', 'Department-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Material-b', 'O', 'O', 'O', 'O']",,high quality feedback
